Kurzbezeichnung;Langbezeichnung;Timestamp;NUTS1;NUTS2;NUTS3;Typ;Landeswahlkreis;Wahlkreis;Bezirk;DistrictCode;Sprengelnummer;Stimmtyp;ErfassungseinheitTyp;Wahlberechtigte;Abgegebene Stimmen;Ungültige Stimmen;Karl Nehammer – Die Volkspartei;Sozialdemokratische Partei Österreichs;Freiheitliche Partei Österreichs;Die Grünen – Die Grüne Alternative;NEOS – Die Reformkraft für dein neues Österreich;Die Bierpartei;Kommunistische Partei Österreichs – KPÖ Plus;Liste GAZA – Stimmen gegen den Völkermord;Liste Madeleine Petrovic;MFG – Österreich Menschen – Freiheit – Grundrechte;Keine von denen;Status;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;37;Parteistimmen;;633;396;0;74;135;64;57;37;7;14;2;3;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;38;Parteistimmen;;711;433;3;49;165;73;52;39;9;30;8;1;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;39;Parteistimmen;;507;294;4;24;96;46;65;22;6;29;0;0;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;40;Parteistimmen;;746;417;2;56;133;98;49;30;5;28;11;1;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;41;Parteistimmen;;689;444;1;64;161;68;64;45;4;31;2;3;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;42;Parteistimmen;;397;260;2;29;70;55;44;31;4;17;0;4;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;43;Parteistimmen;;441;283;0;28;100;36;69;32;3;13;1;1;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;44;Parteistimmen;;547;314;0;29;121;54;37;37;5;20;3;7;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;45;Parteistimmen;;567;356;4;46;110;47;74;34;6;20;10;4;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;46;Parteistimmen;;608;379;2;53;111;73;78;28;6;25;1;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;47;Parteistimmen;;822;572;5;58;206;74;95;79;8;34;6;3;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;48;Parteistimmen;;891;539;7;69;163;78;92;76;7;28;18;0;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;49;Parteistimmen;;752;483;2;61;164;88;69;39;11;31;16;1;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;50;Parteistimmen;;733;428;3;62;130;67;65;41;11;38;6;2;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;51;Parteistimmen;;910;520;4;59;194;133;35;21;13;22;37;2;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;52;Parteistimmen;;825;444;3;41;181;119;26;25;5;19;23;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;53;Parteistimmen;;989;563;2;86;226;100;47;50;5;22;17;2;1;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;54;Parteistimmen;;1049;615;6;76;174;102;94;112;11;25;11;1;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;55;Parteistimmen;;1084;645;10;71;230;213;37;20;22;16;18;3;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;56;Parteistimmen;;751;450;3;62;147;112;39;44;11;17;10;2;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;57;Parteistimmen;;781;409;4;36;166;125;17;15;11;24;10;1;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;58;Parteistimmen;;1126;752;7;149;305;149;39;29;15;20;38;1;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;59;Parteistimmen;;530;392;1;71;155;92;25;29;3;13;1;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;60;Parteistimmen;;1140;625;3;99;189;132;57;89;21;23;4;1;0;7;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;61;Parteistimmen;;965;685;7;136;200;168;69;50;28;16;5;4;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;62;Parteistimmen;;623;469;1;102;111;156;22;47;12;10;0;5;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;63;Parteistimmen;;739;534;0;68;158;94;81;74;8;34;7;6;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;64;Parteistimmen;;1045;768;1;152;194;107;159;101;12;31;2;3;4;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;65;Parteistimmen;;885;622;5;108;176;95;118;75;12;24;2;2;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;66;Parteistimmen;;950;554;6;64;205;125;61;47;14;18;11;1;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;67;Parteistimmen;;949;504;4;69;198;115;37;28;8;24;16;1;0;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;68;Parteistimmen;;1045;741;6;96;245;110;139;80;15;35;4;6;4;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;69;Parteistimmen;;762;532;0;39;182;27;154;92;4;26;2;3;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;70;Parteistimmen;;910;678;2;74;213;77;151;118;8;23;6;3;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;71;Parteistimmen;;828;480;5;61;173;102;71;35;12;9;3;7;2;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;72;Parteistimmen;;992;656;2;32;269;82;125;74;14;42;10;4;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;73;Parteistimmen;;1116;667;4;79;222;136;79;62;17;27;32;5;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;74;Parteistimmen;;1228;749;4;70;282;149;99;73;6;19;41;3;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;75;Parteistimmen;;668;461;1;54;119;49;138;60;9;22;5;3;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;76;Parteistimmen;;1086;715;0;40;257;45;200;116;10;34;6;4;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;1;Parteistimmen;;815;622;9;114;171;70;127;94;8;23;2;2;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;2;Parteistimmen;;600;405;1;47;153;39;81;54;3;23;1;1;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;3;Parteistimmen;;673;470;1;69;135;67;86;67;8;25;5;3;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;4;Parteistimmen;;780;595;2;76;187;69;112;98;5;25;10;8;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;5;Parteistimmen;;671;481;0;90;128;62;89;81;5;19;2;3;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;6;Parteistimmen;;746;534;3;78;167;87;90;63;4;22;10;6;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;7;Parteistimmen;;857;667;2;109;190;105;123;91;12;27;0;4;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;8;Parteistimmen;;778;548;3;85;156;85;96;75;14;23;2;5;0;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;9;Parteistimmen;;639;481;2;92;135;53;87;83;8;19;0;2;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;10;Parteistimmen;;743;573;3;135;156;62;71;104;13;21;0;6;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;11;Parteistimmen;;716;563;1;135;167;57;88;81;5;16;3;4;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;12;Parteistimmen;;771;575;3;121;152;71;101;98;6;15;4;3;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;13;Parteistimmen;;796;602;5;95;162;98;129;76;3;28;2;4;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;14;Parteistimmen;;742;530;2;79;166;53;91;104;7;22;1;3;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;15;Parteistimmen;;391;309;0;80;87;36;44;46;4;8;0;4;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;16;Parteistimmen;;861;623;2;111;191;108;70;100;15;15;1;4;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;17;Parteistimmen;;705;510;8;85;158;61;70;94;8;20;1;3;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;18;Parteistimmen;;714;578;3;112;168;77;86;90;14;20;3;4;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;19;Parteistimmen;;797;596;6;120;156;75;103;86;19;19;1;9;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;20;Parteistimmen;;815;549;1;86;177;72;97;83;9;15;2;2;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;21;Parteistimmen;;813;613;0;116;188;92;101;56;14;35;2;4;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;22;Parteistimmen;;782;488;1;63;175;54;86;63;8;29;3;4;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;23;Parteistimmen;;708;422;5;63;160;75;47;37;5;23;3;1;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;24;Parteistimmen;;748;414;5;38;201;92;13;17;3;11;29;2;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;25;Parteistimmen;;810;484;2;70;165;94;55;50;14;22;3;4;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;26;Parteistimmen;;688;393;1;44;126;109;44;34;7;20;5;1;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;27;Parteistimmen;;846;438;3;43;144;110;39;39;6;42;7;3;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;28;Parteistimmen;;873;494;3;63;177;153;26;23;9;24;2;9;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;29;Parteistimmen;;758;485;4;64;164;79;76;49;15;17;7;5;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;30;Parteistimmen;;847;524;5;57;202;106;69;32;13;22;5;5;3;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;31;Parteistimmen;;603;420;0;52;123;57;78;59;9;29;1;7;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;32;Parteistimmen;;728;547;0;108;150;91;84;67;19;18;2;2;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;33;Parteistimmen;;606;392;3;79;129;70;41;28;14;20;3;4;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;34;Parteistimmen;;914;643;3;80;226;81;99;87;21;34;9;1;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;35;Parteistimmen;;955;578;6;64;215;145;41;48;12;31;12;0;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;36;Parteistimmen;;278;158;1;45;64;20;11;7;5;2;2;0;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;37;Parteistimmen;;598;420;1;97;110;42;70;77;4;13;1;3;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;38;Parteistimmen;;647;501;0;118;134;59;70;94;5;19;0;2;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;39;Parteistimmen;;675;527;3;114;150;44;107;72;6;25;0;4;2;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;40;Parteistimmen;;968;720;1;174;159;91;110;130;10;35;0;7;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;41;Parteistimmen;;746;571;3;138;140;68;89;87;10;24;7;2;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;42;Parteistimmen;;542;425;3;87;122;63;66;58;7;16;1;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;43;Parteistimmen;;920;699;2;138;208;100;92;108;14;24;4;4;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;44;Parteistimmen;;817;597;4;107;163;79;105;90;15;22;2;6;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;45;Parteistimmen;;651;518;3;107;130;60;87;93;12;17;1;4;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;46;Parteistimmen;;631;456;1;57;142;88;61;70;12;18;5;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;47;Parteistimmen;;632;446;1;79;118;59;74;69;7;26;3;6;0;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;48;Parteistimmen;;712;489;4;99;150;84;66;53;9;18;2;3;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;49;Parteistimmen;;595;426;1;97;124;54;81;43;10;10;1;4;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;50;Parteistimmen;;558;375;2;64;111;51;62;52;7;20;2;1;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;51;Parteistimmen;;959;729;5;145;262;89;99;90;11;22;1;3;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;52;Parteistimmen;;980;677;5;59;245;108;104;90;16;39;7;0;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;53;Parteistimmen;;444;232;0;10;110;67;14;11;6;8;1;1;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;54;Parteistimmen;;796;548;2;131;129;109;60;92;7;11;1;6;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;55;Parteistimmen;;720;543;1;123;143;62;78;100;5;17;2;7;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;56;Parteistimmen;;955;728;2;181;168;85;108;151;7;13;0;9;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;57;Parteistimmen;;758;480;1;124;99;74;60;91;3;17;3;5;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;58;Parteistimmen;;511;329;2;96;79;68;22;44;5;7;3;3;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;59;Parteistimmen;;897;649;4;144;178;71;90;112;14;27;6;0;3;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;60;Parteistimmen;;774;507;0;78;137;84;80;84;8;24;2;4;1;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;61;Parteistimmen;;822;551;2;81;171;76;94;78;10;26;2;7;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;62;Parteistimmen;;600;364;4;33;109;67;66;49;11;22;0;2;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;63;Parteistimmen;;627;414;0;64;120;79;61;61;8;13;3;1;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;64;Parteistimmen;;726;448;3;58;135;73;64;57;8;36;7;2;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;65;Parteistimmen;;728;447;4;89;134;72;54;44;13;22;3;5;1;6;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;66;Parteistimmen;;650;301;6;30;106;100;14;15;4;18;7;0;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;67;Parteistimmen;;708;409;2;70;124;123;28;29;10;14;5;1;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;68;Parteistimmen;;616;457;4;92;122;63;69;74;11;12;0;8;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;69;Parteistimmen;;909;506;5;101;142;77;75;78;6;16;3;0;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;70;Parteistimmen;;485;351;2;28;135;58;55;38;4;16;5;7;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;71;Parteistimmen;;755;537;1;94;190;54;102;63;9;19;0;1;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;72;Parteistimmen;;551;387;2;51;130;39;65;69;11;14;4;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;73;Parteistimmen;;521;318;0;47;96;72;24;53;8;9;4;3;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;74;Parteistimmen;;1338;834;7;165;157;68;220;167;11;12;11;10;3;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Landstraße;90301;75;Parteistimmen;;1029;656;3;56;258;87;86;96;21;34;13;0;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Wieden;90401;1;Parteistimmen;;805;627;1;147;146;50;111;142;7;15;2;3;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Wieden;90401;2;Parteistimmen;;1330;874;4;192;218;83;193;130;5;36;4;3;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Wieden;90401;3;Parteistimmen;;752;567;4;137;145;65;63;133;0;15;0;3;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Wieden;90401;4;Parteistimmen;;848;626;2;96;202;72;100;111;13;22;2;2;4;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Wieden;90401;5;Parteistimmen;;742;543;2;68;187;59;108;83;6;18;1;5;0;6;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Wieden;90401;6;Parteistimmen;;845;647;2;101;212;70;135;81;11;29;0;5;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Wieden;90401;7;Parteistimmen;;924;709;4;119;221;65;139;114;7;25;7;5;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Wieden;90401;8;Parteistimmen;;892;703;2;121;189;68;138;116;14;34;5;9;1;6;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Süd;Wieden;90401;9;Parteistimmen;;655;479;7;85;159;64;77;56;12;10;1;6;0;2;;
